"...1","wavenumber","absorbance"
956,2152.45561,0.00049
957,2150.52689,0.00021
958,2148.59816,0.00052
959,2146.66944,0.00056
960,2144.74072,0.00065
961,2142.81199,0.00078
962,2140.88327,4e-04
963,2138.95454,0.00024
964,2137.02582,0
965,2135.0971,0.00032
966,2133.16837,0.00035
967,2131.23965,0.00029
968,2129.31093,0.00019
969,2127.3822,0.00052
970,2125.45348,0
971,2123.52476,0.00016
972,2121.59603,6e-05
973,2119.66731,0.00021
974,2117.73858,9e-05
975,2115.80986,0.00014
976,2113.88114,0
977,2111.95241,-5e-05
978,2110.02369,0.00027
979,2108.09497,0.00013
980,2106.16624,0.00032
981,2104.23752,0.00013
982,2102.3088,4e-05
983,2100.38007,-0.00013
984,2098.45135,-6e-05
985,2096.52262,-6e-05
986,2094.5939,2e-04
987,2092.66518,0
988,2090.73645,3e-04
989,2088.80773,0.00023
990,2086.87901,8e-05
991,2084.95028,1e-04
992,2083.02156,0.00012
993,2081.09283,0.00014
994,2079.16411,-2e-05
995,2077.23539,0.00017
996,2075.30666,0.00029
997,2073.37794,0.00052
998,2071.44922,0.00034
999,2069.52049,-9e-05
1000,2067.59177,0.00017
1001,2065.66305,-5e-05
1002,2063.73432,0.00032
1003,2061.8056,0.00014
1004,2059.87687,0.00023
1005,2057.94815,0.00038
1006,2056.01943,3e-04
1007,2054.0907,0.00058
1008,2052.16198,0.00079
1009,2050.23326,0.00067
1010,2048.30453,0.00076
1011,2046.37581,0.00124
1012,2044.44709,0.00131
1013,2042.51836,0.00148
1014,2040.58964,0.00186
1015,2038.66091,0.00194
1016,2036.73219,0.00238
1017,2034.80347,0.0027
1018,2032.87474,0.00311
1019,2030.94602,0.00314
1020,2029.0173,0.00342
1021,2027.08857,0.00386
1022,2025.15985,0.00403
1023,2023.23112,0.00429
1024,2021.3024,0.00457
1025,2019.37368,0.00477
1026,2017.44495,0.00513
1027,2015.51623,0.00528
1028,2013.58751,0.00533
1029,2011.65878,0.00575
1030,2009.73006,0.00596
1031,2007.80134,0.00598
1032,2005.87261,0.00612
1033,2003.94389,0.00617
1034,2002.01516,0.00622
1035,2000.08644,0.00638
1036,1998.15772,0.00652
1037,1996.22899,0.00652
1038,1994.30027,0.00642
1039,1992.37155,0.0062
1040,1990.44282,0.00665
1041,1988.5141,0.00676
1042,1986.58538,0.00672
1043,1984.65665,0.00671
1044,1982.72793,0.0066
1045,1980.7992,0.00656
1046,1978.87048,0.00649
1047,1976.94176,0.00629
1048,1975.01303,0.00626
1049,1973.08431,0.00632
1050,1971.15559,0.00624
1051,1969.22686,0.00622
1052,1967.29814,0.00563
1053,1965.36941,0.00561
1054,1963.44069,0.0058
1055,1961.51197,0.00541
1056,1959.58324,0.00537
1057,1957.65452,0.00534
1058,1955.7258,0.00558
1059,1953.79707,0.00519
1060,1951.86835,0.00505
1061,1949.93963,0.00487
1062,1948.0109,0.00494
1063,1946.08218,0.00434
1064,1944.15345,0.00429
1065,1942.22473,0.00395
1066,1940.29601,0.00468
1067,1938.36728,0.00436
1068,1936.43856,0.00438
1069,1934.50984,0.00453
1070,1932.58111,0.00458
1071,1930.65239,0.00472
1072,1928.72367,0.00455
1073,1926.79494,0.00463
1074,1924.86622,0.00451
1075,1922.93749,0.00434
1076,1921.00877,0.00494
1077,1919.08005,0.00457
1078,1917.15132,0.00486
1079,1915.2226,0.00568
1080,1913.29388,0.00606
1081,1911.36515,0.00637
1082,1909.43643,0.00649
1083,1907.5077,0.00738
1084,1905.57898,0.00869
1085,1903.65026,0.00938
1086,1901.72153,0.00962
1087,1899.79281,0.01043
1088,1897.86409,0.01077
1089,1895.93536,0.01121
1090,1894.00664,0.01164
1091,1892.07792,0.0126
1092,1890.14919,0.01299
1093,1888.22047,0.01322
1094,1886.29174,0.01401
1095,1884.36302,0.01378
1096,1882.4343,0.01472
1097,1880.50557,0.01468
1098,1878.57685,0.01482
1099,1876.64813,0.0151
1100,1874.7194,0.0152
1101,1872.79068,0.01527
1102,1870.86196,0.01471
1103,1868.93323,0.01329
1104,1867.00451,0.0141
1105,1865.07578,0.01415
1106,1863.14706,0.01357
1107,1861.21834,0.01319
1108,1859.28961,0.0126
1109,1857.36089,0.01176
1110,1855.43217,0.0111
1111,1853.50344,0.01053
1112,1851.57472,0.01016
1113,1849.64599,0.00909
1114,1847.71727,0.00862
1115,1845.78855,0.00801
1116,1843.85982,0.00698
1117,1841.9311,0.00736
1118,1840.00238,0.007
1119,1838.07365,0.00684
1120,1836.14493,0.00638
1121,1834.21621,0.00648
1122,1832.28748,0.00611
1123,1830.35876,0.00501
1124,1828.43003,0.00486
1125,1826.50131,0.00509
1126,1824.57259,0.00448
1127,1822.64386,0.00486
1128,1820.71514,0.00499
1129,1818.78642,0.00466
1130,1816.85769,0.00461
1131,1814.92897,0.00438
1132,1813.00025,0.00434
1133,1811.07152,0.00371
1134,1809.1428,0.00401
1135,1807.21407,0.00405
1136,1805.28535,0.00401
1137,1803.35663,0.00399
1138,1801.4279,0.00362
1139,1799.49918,0.00345
1140,1797.57046,0.00389
1141,1795.64173,0.00364
1142,1793.71301,0.00328
1143,1791.78428,0.0028
1144,1789.85556,0.00413
1145,1787.92684,0.00435
1146,1785.99811,0.00447
1147,1784.06939,0.00463
1148,1782.14067,0.00464
1149,1780.21194,0.00406
1150,1778.28322,0.00457
1151,1776.3545,0.00463
1152,1774.42577,0.00432
1153,1772.49705,0.00327
1154,1770.56832,0.00426
1155,1768.6396,0.00508
1156,1766.71088,0.00541
1157,1764.78215,0.00565
1158,1762.85343,0.00531
1159,1760.92471,0.00568
1160,1758.99598,0.00641
1161,1757.06726,0.00654
1162,1755.13854,0.00712
1163,1753.20981,0.00718
1164,1751.28109,0.00682
1165,1749.35236,0.00695
1166,1747.42364,0.00781
1167,1745.49492,0.00895
1168,1743.56619,0.00956
1169,1741.63747,0.01035
1170,1739.70875,0.0107
1171,1737.78002,0.012
1172,1735.8513,0.01222
1173,1733.92257,0.01214
1174,1731.99385,0.01457
1175,1730.06513,0.01585
1176,1728.1364,0.0175
1177,1726.20768,0.01884
1178,1724.27896,0.01955
1179,1722.35023,0.02067
1180,1720.42151,0.02174
1181,1718.49279,0.02134
1182,1716.56406,0.02271
1183,1714.63534,0.02521
1184,1712.70661,0.02728
1185,1710.77789,0.02891
1186,1708.84917,0.03067
1187,1706.92044,0.03136
1188,1704.99172,0.03323
1189,1703.063,0.03542
1190,1701.13427,0.03664
1191,1699.20555,0.03966
1192,1697.27683,0.04195
1193,1695.3481,0.04505
1194,1693.41938,0.04902
1195,1691.49065,0.05184
1196,1689.56193,0.05445
1197,1687.63321,0.05703
1198,1685.70448,0.0581
1199,1683.77576,0.06006
1200,1681.84704,0.06562
1201,1679.91831,0.06827
1202,1677.98959,0.07181
1203,1676.06087,0.07369
1204,1674.13214,0.07663
1205,1672.20342,0.07977
1206,1670.27469,0.08162
1207,1668.34597,0.08477
1208,1666.41725,0.08855
1209,1664.48852,0.09058
1210,1662.5598,0.09276
1211,1660.63108,0.09587
1212,1658.70235,0.09828
1213,1656.77363,0.09985
1214,1654.8449,0.09947
1215,1652.91618,0.102
1216,1650.98746,0.10462
1217,1649.05873,0.10526
1218,1647.13001,0.10541
1219,1645.20129,0.10808
1220,1643.27256,0.11035
1221,1641.34384,0.11132
1222,1639.41512,0.11162
1223,1637.48639,0.11089
1224,1635.55767,0.11067
1225,1633.62894,0.11248
1226,1631.70022,0.11355
1227,1629.7715,0.1127
1228,1627.84277,0.11124
1229,1625.91405,0.1099
1230,1623.98533,0.10734
1231,1622.0566,0.1057
1232,1620.12788,0.10409
1233,1618.19916,0.10033
1234,1616.27043,0.09605
1235,1614.34171,0.09443
1236,1612.41298,0.09152
1237,1610.48426,0.08773
1238,1608.55554,0.08362
1239,1606.62681,0.07977
1240,1604.69809,0.07611
1241,1602.76937,0.07229
1242,1600.84064,0.06914
1243,1598.91192,0.06602
1244,1596.98319,0.06269
1245,1595.05447,0.06011
1246,1593.12575,0.05798
1247,1591.19702,0.0551
1248,1589.2683,0.05284
1249,1587.33958,0.05095
1250,1585.41085,0.04924
1251,1583.48213,0.04745
1252,1581.55341,0.04558
1253,1579.62468,0.0441
1254,1577.69596,0.04203
1255,1575.76723,0.04019
1256,1573.83851,0.04008
1257,1571.90979,0.03871
1258,1569.98106,0.03632
1259,1568.05234,0.03624
1260,1566.12362,0.03603
1261,1564.19489,0.0352
1262,1562.26617,0.03437
1263,1560.33745,0.02998
1264,1558.40872,0.02797
1265,1556.48,0.03144
1266,1554.55127,0.03166
1267,1552.62255,0.03133
1268,1550.69383,0.03054
1269,1548.7651,0.03018
1270,1546.83638,0.02975
1271,1544.90766,0.02779
1272,1542.97893,0.02634
1273,1541.05021,0.02431
1274,1539.12148,0.02322
1275,1537.19276,0.02526
1276,1535.26404,0.02475
1277,1533.33531,0.02299
1278,1531.40659,0.02269
1279,1529.47787,0.02203
1280,1527.54914,0.02031
1281,1525.62042,0.01844
1282,1523.6917,0.01717
1283,1521.76297,0.01499
1284,1519.83425,0.01474
1285,1517.90552,0.01469
1286,1515.9768,0.01405
1287,1514.04808,0.01465
1288,1512.11935,0.01368
1289,1510.19063,0.01151
1290,1508.26191,0.00787
1291,1506.33318,0.00569
1292,1504.40446,0.00732
1293,1502.47574,0.00736
1294,1500.54701,0.00582
1295,1498.61829,0.00407
1296,1496.68956,0.00282
1297,1494.76084,0.00293
1298,1492.83212,0.00261
1299,1490.90339,0.00062
1300,1488.97467,-1e-05
1301,1487.04595,6e-04
1302,1485.11722,0.00159
1303,1483.1885,0.00183
1304,1481.25977,0.00166
1305,1479.33105,0.00216
1306,1477.40233,0.00233
1307,1475.4736,0.00262
1308,1473.54488,0.00264
1309,1471.61616,0.0045
1310,1469.68743,0.00815
1311,1467.75871,0.00967
1312,1465.82999,0.0096
1313,1463.90126,0.00965
1314,1461.97254,0.01082
1315,1460.04381,0.01023
1316,1458.11509,0.00895
1317,1456.18637,0.00948
1318,1454.25764,0.01061
1319,1452.32892,0.01105
1320,1450.4002,0.01111
1321,1448.47147,0.01064
1322,1446.54275,0.011
1323,1444.61403,0.01124
1324,1442.6853,0.01145
1325,1440.75658,0.01163
1326,1438.82785,0.01137
1327,1436.89913,0.01075
1328,1434.97041,0.01131
1329,1433.04168,0.01168
1330,1431.11296,0.01173
1331,1429.18424,0.01182
1332,1427.25551,0.01283
1333,1425.32679,0.01275
1334,1423.39806,0.01268
1335,1421.46934,0.0135
1336,1419.54062,0.01258
1337,1417.61189,0.01353
1338,1415.68317,0.01519
1339,1413.75445,0.01666
1340,1411.82572,0.0171
1341,1409.897,0.01838
1342,1407.96828,0.01956
1343,1406.03955,0.02022
1344,1404.11083,0.02126
1345,1402.1821,0.02243
1346,1400.25338,0.02236
1347,1398.32466,0.02072
1348,1396.39593,0.02032
1349,1394.46721,0.01773
1350,1392.53849,0.01731
1351,1390.60976,0.01571
1352,1388.68104,0.01462
1353,1386.75232,0.01249
1354,1384.82359,0.01315
1355,1382.89487,0.01299
1356,1380.96614,0.01267
1357,1379.03742,0.01188
1358,1377.1087,0.01104
1359,1375.17997,0.00975
1360,1373.25125,0.00908
1361,1371.32253,0.00913
1362,1369.3938,0.00823
1363,1367.46508,0.00789
1364,1365.53635,0.0075
1365,1363.60763,0.00572
1366,1361.67891,0.00556
1367,1359.75018,0.00556
1368,1357.82146,0.00524
1369,1355.89274,0.00535
1370,1353.96401,0.00474
1371,1352.03529,0.00475
1372,1350.10657,0.00469
1373,1348.17784,0.00497
1374,1346.24912,0.00483
1375,1344.32039,0.00477
1376,1342.39167,0.00474
1377,1340.46295,0.00438
1378,1338.53422,0.00463
1379,1336.6055,0.00451
1380,1334.67678,0.00555
1381,1332.74805,0.00546
1382,1330.81933,0.00659
1383,1328.89061,0.00665
1384,1326.96188,0.0072
1385,1325.03316,0.00775
1386,1323.10443,0.008
1387,1321.17571,0.00849
1388,1319.24699,0.00902
1389,1317.31826,0.00944
1390,1315.38954,0.01046
1391,1313.46082,0.01074
1392,1311.53209,0.01226
1393,1309.60337,0.01259
1394,1307.67464,0.01345
1395,1305.74592,0.01492
1396,1303.8172,0.01555
1397,1301.88847,0.01679
1398,1299.95975,0.01843
1399,1298.03103,0.02022
1400,1296.1023,0.02196
1401,1294.17358,0.02364
1402,1292.24486,0.02489
1403,1290.31613,0.02701
1404,1288.38741,0.02886
1405,1286.45868,0.03091
1406,1284.52996,0.03352
1407,1282.60124,0.03587
1408,1280.67251,0.03885
1409,1278.74379,0.04157
1410,1276.81507,0.0452
1411,1274.88634,0.04887
1412,1272.95762,0.05344
1413,1271.0289,0.05821
1414,1269.10017,0.06358
1415,1267.17145,0.06917
1416,1265.24272,0.076
1417,1263.314,0.08279
1418,1261.38528,0.09031
1419,1259.45655,0.09928
1420,1257.52783,0.10887
1421,1255.59911,0.11885
1422,1253.67038,0.12961
1423,1251.74166,0.14058
1424,1249.81294,0.15089
1425,1247.88421,0.16121
1426,1245.95549,0.17068
1427,1244.02676,0.18029
1428,1242.09804,0.18857
1429,1240.16932,0.19649
1430,1238.24059,0.20404
1431,1236.31187,0.21008
1432,1234.38315,0.21699
1433,1232.45442,0.22327
1434,1230.5257,0.22902
1435,1228.59697,0.23453
1436,1226.66825,0.23892
1437,1224.73953,0.24463
1438,1222.8108,0.24984
1439,1220.88208,0.2542
1440,1218.95336,0.25845
1441,1217.02463,0.2639
1442,1215.09591,0.26764
1443,1213.16719,0.27242
1444,1211.23846,0.27656
1445,1209.30974,0.28165
1446,1207.38101,0.28567
1447,1205.45229,0.29034
1448,1203.52357,0.29368
1449,1201.59484,0.29813
1450,1199.66612,0.30184
1451,1197.7374,0.30497
1452,1195.80867,0.30841
1453,1193.87995,0.31164
1454,1191.95123,0.31509
1455,1190.0225,0.31915
1456,1188.09378,0.32021
1457,1186.16505,0.32636
1458,1184.23633,0.32913
1459,1182.30761,0.33231
1460,1180.37888,0.33706
1461,1178.45016,0.3392
1462,1176.52144,0.3426
1463,1174.59271,0.34749
1464,1172.66399,0.35016
1465,1170.73526,0.35372
1466,1168.80654,0.35684
1467,1166.87782,0.36008
1468,1164.94909,0.36466
1469,1163.02037,0.36759
1470,1161.09165,0.3686
1471,1159.16292,0.37232
1472,1157.2342,0.37466
1473,1155.30548,0.37661
1474,1153.37675,0.37901
1475,1151.44803,0.3815
1476,1149.5193,0.38413
1477,1147.59058,0.38648
1478,1145.66186,0.39057
1479,1143.73313,0.39257
1480,1141.80441,0.39448
1481,1139.87569,0.39718
1482,1137.94696,0.39979
1483,1136.01824,0.40314
1484,1134.08952,0.40684
1485,1132.16079,0.41001
1486,1130.23207,0.41296
1487,1128.30334,0.41747
1488,1126.37462,0.41999
1489,1124.4459,0.42307
1490,1122.51717,0.42749
1491,1120.58845,0.43195
1492,1118.65973,0.4367
1493,1116.731,0.44046
1494,1114.80228,0.44579
1495,1112.87355,0.44998
1496,1110.94483,0.45215
1497,1109.01611,0.45754
1498,1107.08738,0.46128
1499,1105.15866,0.46688
1500,1103.22994,0.47074
1501,1101.30121,0.47493
1502,1099.37249,0.4775
1503,1097.44377,0.48045
1504,1095.51504,0.48341
1505,1093.58632,0.48541
1506,1091.65759,0.4848
1507,1089.72887,0.48656
1508,1087.80015,0.48714
1509,1085.87142,0.49013
1510,1083.9427,0.48946
1511,1082.01398,0.48932
1512,1080.08525,0.49255
1513,1078.15653,0.49002
1514,1076.22781,0.48973
1515,1074.29908,0.48867
1516,1072.37036,0.48925
1517,1070.44163,0.48913
1518,1068.51291,0.49031
1519,1066.58419,0.48999
1520,1064.65546,0.491
1521,1062.72674,0.49161
1522,1060.79802,0.49474
1523,1058.86929,0.49247
1524,1056.94057,0.49166
1525,1055.01184,0.49077
1526,1053.08312,0.49001
1527,1051.1544,0.49089
1528,1049.22567,0.48865
1529,1047.29695,0.48674
1530,1045.36823,0.48447
1531,1043.4395,0.48113
1532,1041.51078,0.47845
1533,1039.58206,0.47531
1534,1037.65333,0.4703
1535,1035.72461,0.46511
1536,1033.79588,0.46241
1537,1031.86716,0.45716
1538,1029.93844,0.45259
1539,1028.00971,0.44759
1540,1026.08099,0.44148
1541,1024.15227,0.43661
1542,1022.22354,0.43209
1543,1020.29482,0.4254
1544,1018.3661,0.42284
1545,1016.43737,0.41454
1546,1014.50865,0.40977
1547,1012.57992,0.40334
1548,1010.6512,0.39851
1549,1008.72248,0.39389
1550,1006.79375,0.38725
1551,1004.86503,0.38019
1552,1002.93631,0.3747
1553,1001.00758,0.3672
1554,999.07886,0.36077
1555,997.15013,0.35414
1556,995.22141,0.34695
1557,993.29269,0.33979
1558,991.36396,0.33263
1559,989.43524,0.32616
1560,987.50652,0.32043
1561,985.57779,0.31465
1562,983.64907,0.30915
1563,981.72035,0.30329
1564,979.79162,0.29808
1565,977.8629,0.29483
1566,975.93417,0.29208
1567,974.00545,0.28708
1568,972.07673,0.28471
1569,970.148,0.28188
1570,968.21928,0.27709
1571,966.29056,0.27547
1572,964.36183,0.27305
1573,962.43311,0.27075
1574,960.50439,0.2695
1575,958.57566,0.26703
1576,956.64694,0.26493
1577,954.71821,0.26294
1578,952.78949,0.26018
1579,950.86077,0.25794
1580,948.93204,0.25619
1581,947.00332,0.25281
1582,945.0746,0.25087
1583,943.14587,0.24866
1584,941.21715,0.24594
1585,939.28842,0.24391
1586,937.3597,0.24115
1587,935.43098,0.23812
1588,933.50225,0.23625
1589,931.57353,0.23344
1590,929.64481,0.23187
1591,927.71608,0.22901
1592,925.78736,0.2262
1593,923.85864,0.22386
1594,921.92991,0.22129
1595,920.00119,0.21912
1596,918.07246,0.21676
1597,916.14374,0.21575
1598,914.21502,0.21034
1599,912.28629,0.20713
1600,910.35757,0.20316
1601,908.42885,0.19717
1602,906.50012,0.19343
1603,904.5714,0.1879
1604,902.64268,0.18087
1605,900.71395,0.17586
1606,898.78523,0.16978
1607,896.8565,0.16537
1608,894.92778,0.15999
1609,892.99906,0.15617
1610,891.07033,0.15061
1611,889.14161,0.14613
1612,887.21289,0.14397
1613,885.28416,0.13861
1614,883.35544,0.13488
1615,881.42671,0.13174
1616,879.49799,0.12793
1617,877.56927,0.12614
1618,875.64054,0.12236
1619,873.71182,0.11863
1620,871.7831,0.11473
1621,869.85437,0.11245
1622,867.92565,0.11165
1623,865.99693,0.10792
1624,864.0682,0.10409
1625,862.13948,0.10306
1626,860.21075,0.09936
1627,858.28203,0.09912
1628,856.35331,0.09574
1629,854.42458,0.09251
1630,852.49586,0.09018
1631,850.56714,0.08949
1632,848.63841,0.0899
1633,846.70969,0.08988
1634,844.78097,0.09015
1635,842.85224,0.08905
1636,840.92352,0.09092
1637,838.99479,0.09098
1638,837.06607,0.09546
1639,835.13735,0.09733
1640,833.20862,0.10028
1641,831.2799,0.10322
1642,829.35118,0.10436
1643,827.42245,0.10894
1644,825.49373,0.11133
1645,823.56501,0.11476
1646,821.63628,0.11678
1647,819.70756,0.12092
1648,817.77883,0.12448
1649,815.85011,0.12993
1650,813.92139,0.13221
1651,811.99266,0.13623
1652,810.06394,0.14241
1653,808.13522,0.14671
1654,806.20649,0.15662
1655,804.27777,0.16007
1656,802.34904,0.16375
1657,800.42032,0.16809
1658,798.4916,0.17069
1659,796.56287,0.16944
1660,794.63415,0.16934
1661,792.70543,0.16858
1662,790.7767,0.16665
1663,788.84798,0.1669
1664,786.91926,0.16329
1665,784.99053,0.16248
1666,783.06181,0.16204
1667,781.13308,0.15873
1668,779.20436,0.15672
1669,777.27564,0.1534
1670,775.34691,0.14855
1671,773.41819,0.14662
1672,771.48947,0.14464
1673,769.56074,0.13944
1674,767.63202,0.13702
1675,765.7033,0.13575
1676,763.77457,0.13558
1677,761.84585,0.13532
1678,759.91712,0.13509
1679,757.9884,0.13398
1680,756.05968,0.13474
1681,754.13095,0.13343
1682,752.20223,0.13196
1683,750.27351,0.13296
1684,748.34478,0.13128
1685,746.41606,0.13185
1686,744.48733,0.13282
1687,742.55861,0.13276
1688,740.62989,0.13273
1689,738.70116,0.13052
1690,736.77244,0.13155
1691,734.84372,0.13156
1692,732.91499,0.13208
1693,730.98627,0.12982
1694,729.05755,0.12856
1695,727.12882,0.13064
1696,725.2001,0.13042
1697,723.27137,0.12903
1698,721.34265,0.12942
1699,719.41393,0.12823
1700,717.4852,0.12881
1701,715.55648,0.12785
1702,713.62776,0.12889
1703,711.69903,0.12801
1704,709.77031,0.1298
1705,707.84159,0.12905
1706,705.91286,0.13014
1707,703.98414,0.12997
1708,702.05541,0.13146
1709,700.12669,0.13234
1710,698.19797,0.13221
1711,696.26924,0.13377
1712,694.34052,0.13404
1713,692.4118,0.13456
1714,690.48307,0.13342
1715,688.55435,0.13148
1716,686.62562,0.13289
1717,684.6969,0.13165
1718,682.76818,0.12905
1719,680.83945,0.12911
1720,678.91073,0.12954
1721,676.98201,0.12837
1722,675.05328,0.12503
1723,673.12456,0.13047
1724,671.19584,0.12729
1725,669.26711,0.12724
1726,667.33839,0.12641
1727,665.40966,0.12737
1728,663.48094,0.12677
1729,661.55222,0.12828
1730,659.62349,0.12903
1731,657.69477,0.12565
1732,655.76605,0.13144
1733,653.83732,0.13079
1734,651.9086,0.13296
1735,649.97988,0.13788
1736,648.05115,0.13826
1737,646.12243,0.13993
1738,644.1937,0.14496
1739,642.26498,0.14944
1740,640.33626,0.15299
1741,638.40753,0.15303
1742,636.47881,0.15689
1743,634.55009,0.15854
1744,632.62136,0.15991
1745,630.69264,0.16353
1746,628.76391,0.16107
1747,626.83519,0.16149
1748,624.90647,0.16509
1749,622.97774,0.16388
1750,621.04902,0.16343
1751,619.1203,0.16556
1752,617.19157,0.17191
1753,615.26285,0.17134
1754,613.33413,0.17336
1755,611.4054,0.17588
1756,609.47668,0.17937
1757,607.54795,0.18209
1758,605.61923,0.18381
1759,603.69051,0.18472
1760,601.76178,0.19105
1761,599.83306,0.19266
1762,597.90434,0.19299
1763,595.97561,0.19817
1764,594.04689,0.2018
1765,592.11817,0.20208
1766,590.18944,0.20791
1767,588.26072,0.20665
1768,586.33199,0.20884
1769,584.40327,0.20855
1770,582.47455,0.21134
1771,580.54582,0.20918
1772,578.6171,0.21168
1773,576.68838,0.21153
1774,574.75965,0.21232
1775,572.83093,0.21144
1776,570.9022,0.21324
1777,568.97348,0.21368
1778,567.04476,0.21049
1779,565.11603,0.21261
1780,563.18731,0.21426
1781,561.25859,0.2159
1782,559.32986,0.21411
1783,557.40114,0.21747
1784,555.47242,0.21954
1785,553.54369,0.2253
1786,551.61497,0.22551
1787,549.68624,0.22785
1788,547.75752,0.22963
1789,545.8288,0.23678
1790,543.90007,0.24033
1791,541.97135,0.23974
1792,540.04263,0.24236
1793,538.1139,0.24568
1794,536.18518,0.2444
1795,534.25646,0.24428
1796,532.32773,0.24195
1797,530.39901,0.24494
1798,528.47028,0.24797
1799,526.54156,0.24809
1800,524.61284,0.2504
1801,522.68411,0.24271
1802,520.75539,0.2492
1803,518.82667,0.24589
1804,516.89794,0.2453
1805,514.96922,0.25199
1806,513.04049,0.24775
1807,511.11177,0.24974
1808,509.18305,0.25071
1809,507.25432,0.24436
1810,505.3256,0.26334
1811,503.39688,0.25698
1812,501.46815,0.2657
1813,499.53943,0.26888
1814,497.61071,0.27674
1815,495.68198,0.28548
1816,493.75326,0.29171
1817,491.82453,0.30372
1818,489.89581,0.30908
1819,487.96709,0.319
1820,486.03836,0.32364
1821,484.10964,0.32591
1822,482.18092,0.33226
1823,480.25219,0.34526
1824,478.32347,0.35771
1825,476.39475,0.35985
1826,474.46602,0.36361
1827,472.5373,0.38108
1828,470.60857,0.37536
1829,468.67985,0.38854
1830,466.75113,0.37478
1831,464.8224,0.37787
1832,462.89368,0.37568
1833,460.96496,0.37708
1834,459.03623,0.37855
1835,457.10751,0.34636
1836,455.17878,0.3485
1837,453.25006,0.35279
1838,451.32134,0.36368
1839,449.39261,0.33966
1840,447.46389,0.35716
1841,445.53517,0.33777
1842,443.60644,0.33441
1843,441.67772,0.34031
1844,439.749,0.33305
1845,437.82027,0.3097
1846,435.89155,0.33313
1847,433.96282,0.30911
1848,432.0341,0.30361
1849,430.10538,0.30388
1850,428.17665,0.28804
1851,426.24793,0.27753
1852,424.31921,0.27794
1853,422.39048,0.27886
1854,420.46176,0.25883
1855,418.53304,0.26838
1856,416.60431,0.26383
1857,414.67559,0.25654
1858,412.74686,0.23833
1859,410.81814,0.22012
1860,408.88942,0.23046
1861,406.96069,0.22424
1862,405.03197,0.22149
1863,403.10325,0.22481
1864,401.17452,0.21264
1865,399.2458,0.18546
1866,397.31708,0.16152
1867,395.38835,0.19258
1868,393.45963,0.20044
1869,391.5309,0.17285
1870,389.60218,0.22824
1871,387.67346,0.22902
1872,385.74473,0.15118
1873,383.81601,0.12857
1874,381.88729,0.17918
1875,379.95856,0.18753
1876,378.02984,0.0771
1877,376.10111,-0.00734
1878,374.17239,-0.03606
1879,372.24367,-0.09249
1880,370.31494,-0.02046
1881,368.38622,NA
